id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA
48,-100,-120.0,30.0,2.25,4.0
49,-100,-120.0,30.0,2.25,5.5
50,-100,-120.0,30.0,2.25,7.0
51,-100,-120.0,30.0,2.25,8.5
52,-100,-120.0,30.0,2.25,10.0
53,-100,-120.0,30.0,2.25,11.5
54,-100,-120.0,30.0,2.25,13.0
55,-100,-120.0,30.0,2.5,1.0
56,-100,-120.0,30.0,2.5,2.5
57,-100,-120.0,30.0,2.5,4.0
58,-100,-120.0,30.0,2.5,5.5
59,-100,-120.0,30.0,2.5,7.0
60,-100,-120.0,30.0,2.5,8.5
61,-100,-120.0,30.0,2.5,10.0
62,-100,-120.0,30.0,2.5,11.5
63,-100,-120.0,30.0,2.5,13.0
64,-100,-120.0,30.0,2.75,1.0
65,-100,-120.0,30.0,2.75,2.5
66,-100,-120.0,30.0,2.75,4.0
67,-100,-120.0,30.0,2.75,5.5
68,-100,-120.0,30.0,2.75,7.0
69,-100,-120.0,30.0,2.75,8.5
70,-100,-120.0,30.0,2.75,10.0
71,-100,-120.0,30.0,2.75,11.5
72,-100,-120.0,30.0,2.75,13.0
73,-100,-120.0,30.0,3.0,1.0
74,-100,-120.0,30.0,3.0,2.5
75,-100,-120.0,30.0,3.0,4.0
76,-100,-120.0,30.0,3.0,5.5
77,-100,-120.0,30.0,3.0,7.0
78,-100,-120.0,30.0,3.0,8.5
79,-100,-120.0,30.0,3.0,10.0
80,-100,-120.0,30.0,3.0,11.5
81,-100,-120.0,30.0,3.0,13.0
82,-100,-120.0,30.0,3.25,1.0
83,-100,-120.0,30.0,3.25,2.5
84,-100,-120.0,30.0,3.25,4.0
85,-100,-120.0,30.0,3.25,5.5
86,-100,-120.0,30.0,3.25,7.0
87,-100,-120.0,30.0,3.25,8.5
88,-100,-120.0,30.0,3.25,10.0
89,-100,-120.0,30.0,3.25,11.5
90,-100,-120.0,30.0,3.25,13.0
91,-100,-120.0,30.0,3.5,1.0
92,-100,-120.0,30.0,3.5,2.5
93,-100,-120.0,30.0,3.5,4.0
94,-100,-120.0,30.0,3.5,5.5
95,-100,-120.0,30.0,3.5,7.0
96,-100,-120.0,30.0,3.5,8.5
97,-100,-120.0,30.0,3.5,10.0
98,-100,-120.0,30.0,3.5,11.5
99,-100,-120.0,30.0,3.5,13.0
100,-100,-120.0,30.0,3.75,1.0
101,-100,-120.0,30.0,3.75,2.5
102,-100,-120.0,30.0,3.75,4.0
103,-100,-120.0,30.0,3.75,5.5
104,-100,-120.0,30.0,3.75,7.0
105,-100,-120.0,30.0,3.75,8.5
106,-100,-120.0,30.0,3.75,10.0
107,-100,-120.0,30.0,3.75,11.5
108,-100,-120.0,30.0,3.75,13.0
109,-100,-120.0,30.0,4.0,1.0
110,-100,-120.0,30.0,4.0,2.5
111,-100,-120.0,30.0,4.0,4.0
112,-100,-120.0,30.0,4.0,5.5
113,-100,-120.0,30.0,4.0,7.0
114,-100,-120.0,30.0,4.0,8.5
115,-100,-120.0,30.0,4.0,10.0
116,-100,-120.0,30.0,4.0,11.5
117,-100,-120.0,30.0,4.0,13.0
118,-100,-120.0,30.0,4.25,1.0
119,-100,-120.0,30.0,4.25,2.5
120,-100,-120.0,30.0,4.25,4.0
121,-100,-120.0,30.0,4.25,5.5
122,-100,-120.0,30.0,4.25,7.0
123,-100,-120.0,30.0,4.25,8.5
124,-100,-120.0,30.0,4.25,10.0
125,-100,-120.0,30.0,4.25,11.5
126,-100,-120.0,30.0,4.25,13.0
127,-100,-120.0,30.0,4.5,1.0
128,-100,-120.0,30.0,4.5,2.5
129,-100,-120.0,30.0,4.5,4.0
130,-100,-120.0,30.0,4.5,5.5
131,-100,-120.0,30.0,4.5,7.0
132,-100,-120.0,30.0,4.5,8.5
133,-100,-120.0,30.0,4.5,10.0
134,-100,-120.0,30.0,4.5,11.5
135,-100,-120.0,30.0,4.5,13.0
136,-100,-120.0,30.0,4.75,1.0
137,-100,-120.0,30.0,4.75,2.5
138,-100,-120.0,30.0,4.75,4.0
139,-100,-120.0,30.0,4.75,5.5
140,-100,-120.0,30.0,4.75,7.0
141,-100,-120.0,30.0,4.75,8.5
142,-100,-120.0,30.0,4.75,10.0
143,-100,-120.0,30.0,4.75,11.5
144,-100,-120.0,30.0,4.75,13.0
145,-100,-120.0,30.0,5.0,1.0
146,-100,-120.0,30.0,5.0,2.5
147,-100,-120.0,30.0,5.0,4.0
148,-100,-120.0,30.0,5.0,5.5
149,-100,-120.0,30.0,5.0,7.0
150,-100,-120.0,30.0,5.0,8.5
151,-100,-120.0,30.0,5.0,10.0
152,-100,-120.0,30.0,5.0,11.5
153,-100,-120.0,30.0,5.0,13.0
154,-100,-120.0,40.0,1.0,1.0
155,-100,-120.0,40.0,1.0,2.5
156,-100,-120.0,40.0,1.0,4.0
157,-100,-120.0,40.0,1.0,5.5
158,-100,-120.0,40.0,1.0,7.0
159,-100,-120.0,40.0,1.0,8.5
160,-100,-120.0,40.0,1.0,10.0
161,-100,-120.0,40.0,1.0,11.5
162,-100,-120.0,40.0,1.0,13.0
163,-100,-120.0,40.0,1.25,1.0
164,-100,-120.0,40.0,1.25,2.5
165,-100,-120.0,40.0,1.25,4.0
166,-100,-120.0,40.0,1.25,5.5
167,-100,-120.0,40.0,1.25,7.0
168,-100,-120.0,40.0,1.25,8.5
169,-100,-120.0,40.0,1.25,10.0
170,-100,-120.0,40.0,1.25,11.5
171,-100,-120.0,40.0,1.25,13.0
172,-100,-120.0,40.0,1.5,1.0
173,-100,-120.0,40.0,1.5,2.5
174,-100,-120.0,40.0,1.5,4.0
175,-100,-120.0,40.0,1.5,5.5
176,-100,-120.0,40.0,1.5,7.0
177,-100,-120.0,40.0,1.5,8.5
178,-100,-120.0,40.0,1.5,10.0
179,-100,-120.0,40.0,1.5,11.5
180,-100,-120.0,40.0,1.5,13.0
181,-100,-120.0,40.0,1.75,1.0
182,-100,-120.0,40.0,1.75,2.5
183,-100,-120.0,40.0,1.75,4.0
184,-100,-120.0,40.0,1.75,5.5
185,-100,-120.0,40.0,1.75,7.0
186,-100,-120.0,40.0,1.75,8.5
187,-100,-120.0,40.0,1.75,10.0
188,-100,-120.0,40.0,1.75,11.5
189,-100,-120.0,40.0,1.75,13.0
190,-100,-120.0,40.0,2.0,1.0
191,-100,-120.0,40.0,2.0,2.5
192,-100,-120.0,40.0,2.0,4.0
193,-100,-120.0,40.0,2.0,5.5
194,-100,-120.0,40.0,2.0,7.0
195,-100,-120.0,40.0,2.0,8.5
196,-100,-120.0,40.0,2.0,10.0
197,-100,-120.0,40.0,2.0,11.5
198,-100,-120.0,40.0,2.0,13.0
199,-100,-120.0,40.0,2.25,1.0
200,-100,-120.0,40.0,2.25,2.5
201,-100,-120.0,40.0,2.25,4.0
202,-100,-120.0,40.0,2.25,5.5
203,-100,-120.0,40.0,2.25,7.0
204,-100,-120.0,40.0,2.25,8.5
205,-100,-120.0,40.0,2.25,10.0
206,-100,-120.0,40.0,2.25,11.5
207,-100,-120.0,40.0,2.25,13.0
208,-100,-120.0,40.0,2.5,1.0
209,-100,-120.0,40.0,2.5,2.5
210,-100,-120.0,40.0,2.5,4.0
211,-100,-120.0,40.0,2.5,5.5
212,-100,-120.0,40.0,2.5,7.0
213,-100,-120.0,40.0,2.5,8.5
214,-100,-120.0,40.0,2.5,10.0
215,-100,-120.0,40.0,2.5,11.5
216,-100,-120.0,40.0,2.5,13.0
217,-100,-120.0,40.0,2.75,1.0
218,-100,-120.0,40.0,2.75,2.5
219,-100,-120.0,40.0,2.75,4.0
220,-100,-120.0,40.0,2.75,5.5
221,-100,-120.0,40.0,2.75,7.0
222,-100,-120.0,40.0,2.75,8.5
223,-100,-120.0,40.0,2.75,10.0
224,-100,-120.0,40.0,2.75,11.5
225,-100,-120.0,40.0,2.75,13.0
226,-100,-120.0,40.0,3.0,1.0
227,-100,-120.0,40.0,3.0,2.5
228,-100,-120.0,40.0,3.0,4.0
229,-100,-120.0,40.0,3.0,5.5
230,-100,-120.0,40.0,3.0,7.0
231,-100,-120.0,40.0,3.0,8.5
232,-100,-120.0,40.0,3.0,10.0
233,-100,-120.0,40.0,3.0,11.5
234,-100,-120.0,40.0,3.0,13.0
235,-100,-120.0,40.0,3.25,1.0
236,-100,-120.0,40.0,3.25,2.5
237,-100,-120.0,40.0,3.25,4.0
238,-100,-120.0,40.0,3.25,5.5
239,-100,-120.0,40.0,3.25,7.0
240,-100,-120.0,40.0,3.25,8.5
241,-100,-120.0,40.0,3.25,10.0
242,-100,-120.0,40.0,3.25,11.5
243,-100,-120.0,40.0,3.25,13.0
244,-100,-120.0,40.0,3.5,1.0
245,-100,-120.0,40.0,3.5,2.5
246,-100,-120.0,40.0,3.5,4.0
247,-100,-120.0,40.0,3.5,5.5
248,-100,-120.0,40.0,3.5,7.0
249,-100,-120.0,40.0,3.5,8.5
250,-100,-120.0,40.0,3.5,10.0
251,-100,-120.0,40.0,3.5,11.5
252,-100,-120.0,40.0,3.5,13.0
253,-100,-120.0,40.0,3.75,1.0
254,-100,-120.0,40.0,3.75,2.5
255,-100,-120.0,40.0,3.75,4.0
256,-100,-120.0,40.0,3.75,5.5
257,-100,-120.0,40.0,3.75,7.0
258,-100,-120.0,40.0,3.75,8.5
259,-100,-120.0,40.0,3.75,10.0
260,-100,-120.0,40.0,3.75,11.5
261,-100,-120.0,40.0,3.75,13.0
262,-100,-120.0,40.0,4.0,1.0
263,-100,-120.0,40.0,4.0,2.5
264,-100,-120.0,40.0,4.0,4.0
265,-100,-120.0,40.0,4.0,5.5
266,-100,-120.0,40.0,4.0,7.0
267,-100,-120.0,40.0,4.0,8.5
268,-100,-120.0,40.0,4.0,10.0
269,-100,-120.0,40.0,4.0,11.5
270,-100,-120.0,40.0,4.0,13.0
271,-100,-120.0,40.0,4.25,1.0
272,-100,-120.0,40.0,4.25,2.5
273,-100,-120.0,40.0,4.25,4.0
274,-100,-120.0,40.0,4.25,5.5
275,-100,-120.0,40.0,4.25,7.0
276,-100,-120.0,40.0,4.25,8.5
277,-100,-120.0,40.0,4.25,10.0
278,-100,-120.0,40.0,4.25,11.5
279,-100,-120.0,40.0,4.25,13.0
280,-100,-120.0,40.0,4.5,1.0
281,-100,-120.0,40.0,4.5,2.5
282,-100,-120.0,40.0,4.5,4.0
283,-100,-120.0,40.0,4.5,5.5
284,-100,-120.0,40.0,4.5,7.0
285,-100,-120.0,40.0,4.5,8.5
286,-100,-120.0,40.0,4.5,10.0
287,-100,-120.0,40.0,4.5,11.5
288,-100,-120.0,40.0,4.5,13.0
289,-100,-120.0,40.0,4.75,1.0
290,-100,-120.0,40.0,4.75,2.5
291,-100,-120.0,40.0,4.75,4.0
292,-100,-120.0,40.0,4.75,5.5
293,-100,-120.0,40.0,4.75,7.0
294,-100,-120.0,40.0,4.75,8.5
295,-100,-120.0,40.0,4.75,10.0
296,-100,-120.0,40.0,4.75,11.5
297,-100,-120.0,40.0,4.75,13.0
298,-100,-120.0,40.0,5.0,1.0
299,-100,-120.0,40.0,5.0,2.5
300,-100,-120.0,40.0,5.0,4.0
301,-100,-120.0,40.0,5.0,5.5
302,-100,-120.0,40.0,5.0,7.0
303,-100,-120.0,40.0,5.0,8.5
304,-100,-120.0,40.0,5.0,10.0
305,-100,-120.0,40.0,5.0,11.5
306,-100,-120.0,40.0,5.0,13.0
307,-100,-120.0,50.0,1.0,1.0
308,-100,-120.0,50.0,1.0,2.5
309,-100,-120.0,50.0,1.0,4.0
310,-100,-120.0,50.0,1.0,5.5
311,-100,-120.0,50.0,1.0,7.0
312,-100,-120.0,50.0,1.0,8.5
313,-100,-120.0,50.0,1.0,10.0
314,-100,-120.0,50.0,1.0,11.5
315,-100,-120.0,50.0,1.0,13.0
316,-100,-120.0,50.0,1.25,1.0
317,-100,-120.0,50.0,1.25,2.5
318,-100,-120.0,50.0,1.25,4.0
319,-100,-120.0,50.0,1.25,5.5
320,-100,-120.0,50.0,1.25,7.0
321,-100,-120.0,50.0,1.25,8.5
322,-100,-120.0,50.0,1.25,10.0
323,-100,-120.0,50.0,1.25,11.5
324,-100,-120.0,50.0,1.25,13.0
325,-100,-120.0,50.0,1.5,1.0
326,-100,-120.0,50.0,1.5,2.5
327,-100,-120.0,50.0,1.5,4.0
328,-100,-120.0,50.0,1.5,5.5
329,-100,-120.0,50.0,1.5,7.0
330,-100,-120.0,50.0,1.5,8.5
331,-100,-120.0,50.0,1.5,10.0
332,-100,-120.0,50.0,1.5,11.5
333,-100,-120.0,50.0,1.5,13.0
334,-100,-120.0,50.0,1.75,1.0
335,-100,-120.0,50.0,1.75,2.5
336,-100,-120.0,50.0,1.75,4.0
337,-100,-120.0,50.0,1.75,5.5
338,-100,-120.0,50.0,1.75,7.0
339,-100,-120.0,50.0,1.75,8.5
340,-100,-120.0,50.0,1.75,10.0
341,-100,-120.0,50.0,1.75,11.5
342,-100,-120.0,50.0,1.75,13.0
343,-100,-120.0,50.0,2.0,1.0
344,-100,-120.0,50.0,2.0,2.5
345,-100,-120.0,50.0,2.0,4.0
346,-100,-120.0,50.0,2.0,5.5
347,-100,-120.0,50.0,2.0,7.0
348,-100,-120.0,50.0,2.0,8.5
349,-100,-120.0,50.0,2.0,10.0
350,-100,-120.0,50.0,2.0,11.5
351,-100,-120.0,50.0,2.0,13.0
352,-100,-120.0,50.0,2.25,1.0
353,-100,-120.0,50.0,2.25,2.5
354,-100,-120.0,50.0,2.25,4.0
355,-100,-120.0,50.0,2.25,5.5
356,-100,-120.0,50.0,2.25,7.0
357,-100,-120.0,50.0,2.25,8.5
358,-100,-120.0,50.0,2.25,10.0
359,-100,-120.0,50.0,2.25,11.5
360,-100,-120.0,50.0,2.25,13.0
361,-100,-120.0,50.0,2.5,1.0
362,-100,-120.0,50.0,2.5,2.5
363,-100,-120.0,50.0,2.5,4.0
364,-100,-120.0,50.0,2.5,5.5
365,-100,-120.0,50.0,2.5,7.0
366,-100,-120.0,50.0,2.5,8.5
367,-100,-120.0,50.0,2.5,10.0
368,-100,-120.0,50.0,2.5,11.5
369,-100,-120.0,50.0,2.5,13.0
370,-100,-120.0,50.0,2.75,1.0
371,-100,-120.0,50.0,2.75,2.5
372,-100,-120.0,50.0,2.75,4.0
373,-100,-120.0,50.0,2.75,5.5
374,-100,-120.0,50.0,2.75,7.0
375,-100,-120.0,50.0,2.75,8.5
376,-100,-120.0,50.0,2.75,10.0
377,-100,-120.0,50.0,2.75,11.5
378,-100,-120.0,50.0,2.75,13.0
379,-100,-120.0,50.0,3.0,1.0
380,-100,-120.0,50.0,3.0,2.5
381,-100,-120.0,50.0,3.0,4.0
382,-100,-120.0,50.0,3.0,5.5
383,-100,-120.0,50.0,3.0,7.0
384,-100,-120.0,50.0,3.0,8.5
385,-100,-120.0,50.0,3.0,10.0
386,-100,-120.0,50.0,3.0,11.5
387,-100,-120.0,50.0,3.0,13.0
388,-100,-120.0,50.0,3.25,1.0
389,-100,-120.0,50.0,3.25,2.5
390,-100,-120.0,50.0,3.25,4.0
391,-100,-120.0,50.0,3.25,5.5
392,-100,-120.0,50.0,3.25,7.0
393,-100,-120.0,50.0,3.25,8.5
394,-100,-120.0,50.0,3.25,10.0
395,-100,-120.0,50.0,3.25,11.5
396,-100,-120.0,50.0,3.25,13.0
397,-100,-120.0,50.0,3.5,1.0
398,-100,-120.0,50.0,3.5,2.5
399,-100,-120.0,50.0,3.5,4.0
400,-100,-120.0,50.0,3.5,5.5
401,-100,-120.0,50.0,3.5,7.0
402,-100,-120.0,50.0,3.5,8.5
403,-100,-120.0,50.0,3.5,10.0
404,-100,-120.0,50.0,3.5,11.5
405,-100,-120.0,50.0,3.5,13.0
406,-100,-120.0,50.0,3.75,1.0
407,-100,-120.0,50.0,3.75,2.5
408,-100,-120.0,50.0,3.75,4.0
409,-100,-120.0,50.0,3.75,5.5
410,-100,-120.0,50.0,3.75,7.0
411,-100,-120.0,50.0,3.75,8.5
412,-100,-120.0,50.0,3.75,10.0
413,-100,-120.0,50.0,3.75,11.5
414,-100,-120.0,50.0,3.75,13.0
415,-100,-120.0,50.0,4.0,1.0
416,-100,-120.0,50.0,4.0,2.5
417,-100,-120.0,50.0,4.0,4.0
418,-100,-120.0,50.0,4.0,5.5
419,-100,-120.0,50.0,4.0,7.0
420,-100,-120.0,50.0,4.0,8.5
421,-100,-120.0,50.0,4.0,10.0
422,-100,-120.0,50.0,4.0,11.5
423,-100,-120.0,50.0,4.0,13.0
424,-100,-120.0,50.0,4.25,1.0
425,-100,-120.0,50.0,4.25,2.5
426,-100,-120.0,50.0,4.25,4.0
427,-100,-120.0,50.0,4.25,5.5
428,-100,-120.0,50.0,4.25,7.0
429,-100,-120.0,50.0,4.25,8.5
430,-100,-120.0,50.0,4.25,10.0
431,-100,-120.0,50.0,4.25,11.5
432,-100,-120.0,50.0,4.25,13.0
433,-100,-120.0,50.0,4.5,1.0
434,-100,-120.0,50.0,4.5,2.5
435,-100,-120.0,50.0,4.5,4.0
436,-100,-120.0,50.0,4.5,5.5
437,-100,-120.0,50.0,4.5,7.0
438,-100,-120.0,50.0,4.5,8.5
439,-100,-120.0,50.0,4.5,10.0
440,-100,-120.0,50.0,4.5,11.5
441,-100,-120.0,50.0,4.5,13.0
442,-100,-120.0,50.0,4.75,1.0
443,-100,-120.0,50.0,4.75,2.5
444,-100,-120.0,50.0,4.75,4.0
445,-100,-120.0,50.0,4.75,5.5
446,-100,-120.0,50.0,4.75,7.0
447,-100,-120.0,50.0,4.75,8.5
448,-100,-120.0,50.0,4.75,10.0
449,-100,-120.0,50.0,4.75,11.5
450,-100,-120.0,50.0,4.75,13.0
451,-100,-120.0,50.0,5.0,1.0
452,-100,-120.0,50.0,5.0,2.5
453,-100,-120.0,50.0,5.0,4.0
454,-100,-120.0,50.0,5.0,5.5
455,-100,-120.0,50.0,5.0,7.0
456,-100,-120.0,50.0,5.0,8.5
457,-100,-120.0,50.0,5.0,10.0
458,-100,-120.0,50.0,5.0,11.5
459,-100,-120.0,50.0,5.0,13.0
460,-100,-115.0,30.0,1.0,1.0
461,-100,-115.0,30.0,1.0,2.5
462,-100,-115.0,30.0,1.0,4.0
463,-100,-115.0,30.0,1.0,5.5
464,-100,-115.0,30.0,1.0,7.0
465,-100,-115.0,30.0,1.0,8.5
466,-100,-115.0,30.0,1.0,10.0
467,-100,-115.0,30.0,1.0,11.5
468,-100,-115.0,30.0,1.0,13.0
469,-100,-115.0,30.0,1.25,1.0
470,-100,-115.0,30.0,1.25,2.5
471,-100,-115.0,30.0,1.25,4.0
472,-100,-115.0,30.0,1.25,5.5
473,-100,-115.0,30.0,1.25,7.0
474,-100,-115.0,30.0,1.25,8.5
475,-100,-115.0,30.0,1.25,10.0
476,-100,-115.0,30.0,1.25,11.5
477,-100,-115.0,30.0,1.25,13.0
478,-100,-115.0,30.0,1.5,1.0
479,-100,-115.0,30.0,1.5,2.5
480,-100,-115.0,30.0,1.5,4.0
481,-100,-115.0,30.0,1.5,5.5
482,-100,-115.0,30.0,1.5,7.0
483,-100,-115.0,30.0,1.5,8.5
484,-100,-115.0,30.0,1.5,10.0
485,-100,-115.0,30.0,1.5,11.5
486,-100,-115.0,30.0,1.5,13.0
487,-100,-115.0,30.0,1.75,1.0
488,-100,-115.0,30.0,1.75,2.5
489,-100,-115.0,30.0,1.75,4.0
490,-100,-115.0,30.0,1.75,5.5
491,-100,-115.0,30.0,1.75,7.0
492,-100,-115.0,30.0,1.75,8.5
493,-100,-115.0,30.0,1.75,10.0
494,-100,-115.0,30.0,1.75,11.5
495,-100,-115.0,30.0,1.75,13.0
496,-100,-115.0,30.0,2.0,1.0
497,-100,-115.0,30.0,2.0,2.5
498,-100,-115.0,30.0,2.0,4.0
499,-100,-115.0,30.0,2.0,5.5
500,-100,-115.0,30.0,2.0,7.0
501,-100,-115.0,30.0,2.0,8.5
502,-100,-115.0,30.0,2.0,10.0
503,-100,-115.0,30.0,2.0,11.5
504,-100,-115.0,30.0,2.0,13.0
505,-100,-115.0,30.0,2.25,1.0
506,-100,-115.0,30.0,2.25,2.5
507,-100,-115.0,30.0,2.25,4.0
508,-100,-115.0,30.0,2.25,5.5
509,-100,-115.0,30.0,2.25,7.0
510,-100,-115.0,30.0,2.25,8.5
511,-100,-115.0,30.0,2.25,10.0
512,-100,-115.0,30.0,2.25,11.5
513,-100,-115.0,30.0,2.25,13.0
514,-100,-115.0,30.0,2.5,1.0
515,-100,-115.0,30.0,2.5,2.5
516,-100,-115.0,30.0,2.5,4.0
517,-100,-115.0,30.0,2.5,5.5
518,-100,-115.0,30.0,2.5,7.0
519,-100,-115.0,30.0,2.5,8.5
520,-100,-115.0,30.0,2.5,10.0
521,-100,-115.0,30.0,2.5,11.5
522,-100,-115.0,30.0,2.5,13.0
523,-100,-115.0,30.0,2.75,1.0
524,-100,-115.0,30.0,2.75,2.5
525,-100,-115.0,30.0,2.75,4.0
526,-100,-115.0,30.0,2.75,5.5
527,-100,-115.0,30.0,2.75,7.0
528,-100,-115.0,30.0,2.75,8.5
529,-100,-115.0,30.0,2.75,10.0
530,-100,-115.0,30.0,2.75,11.5
531,-100,-115.0,30.0,2.75,13.0
532,-100,-115.0,30.0,3.0,1.0
533,-100,-115.0,30.0,3.0,2.5
534,-100,-115.0,30.0,3.0,4.0
535,-100,-115.0,30.0,3.0,5.5
536,-100,-115.0,30.0,3.0,7.0
537,-100,-115.0,30.0,3.0,8.5
538,-100,-115.0,30.0,3.0,10.0
539,-100,-115.0,30.0,3.0,11.5
540,-100,-115.0,30.0,3.0,13.0
541,-100,-115.0,30.0,3.25,1.0
542,-100,-115.0,30.0,3.25,2.5
543,-100,-115.0,30.0,3.25,4.0
544,-100,-115.0,30.0,3.25,5.5
545,-100,-115.0,30.0,3.25,7.0
546,-100,-115.0,30.0,3.25,8.5
547,-100,-115.0,30.0,3.25,10.0
548,-100,-115.0,30.0,3.25,11.5
549,-100,-115.0,30.0,3.25,13.0
550,-100,-115.0,30.0,3.5,1.0
551,-100,-115.0,30.0,3.5,2.5
552,-100,-115.0,30.0,3.5,4.0
553,-100,-115.0,30.0,3.5,5.5
554,-100,-115.0,30.0,3.5,7.0
555,-100,-115.0,30.0,3.5,8.5
556,-100,-115.0,30.0,3.5,10.0
557,-100,-115.0,30.0,3.5,11.5
558,-100,-115.0,30.0,3.5,13.0
559,-100,-115.0,30.0,3.75,1.0
560,-100,-115.0,30.0,3.75,2.5
561,-100,-115.0,30.0,3.75,4.0
562,-100,-115.0,30.0,3.75,5.5
563,-100,-115.0,30.0,3.75,7.0
564,-100,-115.0,30.0,3.75,8.5
565,-100,-115.0,30.0,3.75,10.0
566,-100,-115.0,30.0,3.75,11.5
567,-100,-115.0,30.0,3.75,13.0
568,-100,-115.0,30.0,4.0,1.0
569,-100,-115.0,30.0,4.0,2.5
570,-100,-115.0,30.0,4.0,4.0
571,-100,-115.0,30.0,4.0,5.5
572,-100,-115.0,30.0,4.0,7.0
573,-100,-115.0,30.0,4.0,8.5
574,-100,-115.0,30.0,4.0,10.0
575,-100,-115.0,30.0,4.0,11.5
576,-100,-115.0,30.0,4.0,13.0
577,-100,-115.0,30.0,4.25,1.0
578,-100,-115.0,30.0,4.25,2.5
579,-100,-115.0,30.0,4.25,4.0
580,-100,-115.0,30.0,4.25,5.5
581,-100,-115.0,30.0,4.25,7.0
582,-100,-115.0,30.0,4.25,8.5
583,-100,-115.0,30.0,4.25,10.0
584,-100,-115.0,30.0,4.25,11.5
585,-100,-115.0,30.0,4.25,13.0
586,-100,-115.0,30.0,4.5,1.0
587,-100,-115.0,30.0,4.5,2.5
588,-100,-115.0,30.0,4.5,4.0
589,-100,-115.0,30.0,4.5,5.5
590,-100,-115.0,30.0,4.5,7.0
591,-100,-115.0,30.0,4.5,8.5
592,-100,-115.0,30.0,4.5,10.0
593,-100,-115.0,30.0,4.5,11.5
594,-100,-115.0,30.0,4.5,13.0
595,-100,-115.0,30.0,4.75,1.0
596,-100,-115.0,30.0,4.75,2.5
597,-100,-115.0,30.0,4.75,4.0
598,-100,-115.0,30.0,4.75,5.5
599,-100,-115.0,30.0,4.75,7.0
600,-100,-115.0,30.0,4.75,8.5
601,-100,-115.0,30.0,4.75,10.0
602,-100,-115.0,30.0,4.75,11.5
603,-100,-115.0,30.0,4.75,13.0
604,-100,-115.0,30.0,5.0,1.0
605,-100,-115.0,30.0,5.0,2.5
606,-100,-115.0,30.0,5.0,4.0
607,-100,-115.0,30.0,5.0,5.5
608,-100,-115.0,30.0,5.0,7.0
609,-100,-115.0,30.0,5.0,8.5
610,-100,-115.0,30.0,5.0,10.0
611,-100,-115.0,30.0,5.0,11.5
612,-100,-115.0,30.0,5.0,13.0
613,-100,-115.0,40.0,1.0,1.0
614,-100,-115.0,40.0,1.0,2.5
615,-100,-115.0,40.0,1.0,4.0
616,-100,-115.0,40.0,1.0,5.5
617,-100,-115.0,40.0,1.0,7.0
618,-100,-115.0,40.0,1.0,8.5
619,-100,-115.0,40.0,1.0,10.0
620,-100,-115.0,40.0,1.0,11.5
621,-100,-115.0,40.0,1.0,13.0
622,-100,-115.0,40.0,1.25,1.0
623,-100,-115.0,40.0,1.25,2.5
624,-100,-115.0,40.0,1.25,4.0
625,-100,-115.0,40.0,1.25,5.5
626,-100,-115.0,40.0,1.25,7.0
627,-100,-115.0,40.0,1.25,8.5
628,-100,-115.0,40.0,1.25,10.0
629,-100,-115.0,40.0,1.25,11.5
