id,RX_SENSITIVITY_DBM,RSSI_INFLECTION_POINT,TRANSMITTING_RANGE,PATH_LOSS_EXPONENT,AWGN_SIGMA
221,-100,-60.0,40.0,2.5,6.5
222,-100,-60.0,40.0,2.5,7.0
223,-100,-60.0,40.0,2.5,7.5
224,-100,-60.0,40.0,2.5,8.0
225,-100,-60.0,40.0,2.5,8.5
226,-100,-60.0,40.0,2.5,9.0
227,-100,-60.0,40.0,2.5,9.5
228,-100,-60.0,40.0,2.5,10.0
229,-100,-60.0,40.0,2.75,1.0
230,-100,-60.0,40.0,2.75,1.5
231,-100,-60.0,40.0,2.75,2.0
232,-100,-60.0,40.0,2.75,2.5
233,-100,-60.0,40.0,2.75,3.0
234,-100,-60.0,40.0,2.75,3.5
235,-100,-60.0,40.0,2.75,4.0
236,-100,-60.0,40.0,2.75,4.5
237,-100,-60.0,40.0,2.75,5.0
238,-100,-60.0,40.0,2.75,5.5
239,-100,-60.0,40.0,2.75,6.0
240,-100,-60.0,40.0,2.75,6.5
241,-100,-60.0,40.0,2.75,7.0
242,-100,-60.0,40.0,2.75,7.5
243,-100,-60.0,40.0,2.75,8.0
244,-100,-60.0,40.0,2.75,8.5
245,-100,-60.0,40.0,2.75,9.0
246,-100,-60.0,40.0,2.75,9.5
247,-100,-60.0,40.0,2.75,10.0
248,-100,-60.0,40.0,3.0,1.0
249,-100,-60.0,40.0,3.0,1.5
250,-100,-60.0,40.0,3.0,2.0
251,-100,-60.0,40.0,3.0,2.5
252,-100,-60.0,40.0,3.0,3.0
253,-100,-60.0,40.0,3.0,3.5
254,-100,-60.0,40.0,3.0,4.0
255,-100,-60.0,40.0,3.0,4.5
256,-100,-60.0,40.0,3.0,5.0
257,-100,-60.0,40.0,3.0,5.5
258,-100,-60.0,40.0,3.0,6.0
259,-100,-60.0,40.0,3.0,6.5
260,-100,-60.0,40.0,3.0,7.0
261,-100,-60.0,40.0,3.0,7.5
262,-100,-60.0,40.0,3.0,8.0
263,-100,-60.0,40.0,3.0,8.5
264,-100,-60.0,40.0,3.0,9.0
265,-100,-60.0,40.0,3.0,9.5
266,-100,-60.0,40.0,3.0,10.0
267,-100,-60.0,40.0,3.25,1.0
268,-100,-60.0,40.0,3.25,1.5
269,-100,-60.0,40.0,3.25,2.0
270,-100,-60.0,40.0,3.25,2.5
271,-100,-60.0,40.0,3.25,3.0
272,-100,-60.0,40.0,3.25,3.5
273,-100,-60.0,40.0,3.25,4.0
274,-100,-60.0,40.0,3.25,4.5
275,-100,-60.0,40.0,3.25,5.0
276,-100,-60.0,40.0,3.25,5.5
277,-100,-60.0,40.0,3.25,6.0
278,-100,-60.0,40.0,3.25,6.5
279,-100,-60.0,40.0,3.25,7.0
280,-100,-60.0,40.0,3.25,7.5
281,-100,-60.0,40.0,3.25,8.0
282,-100,-60.0,40.0,3.25,8.5
283,-100,-60.0,40.0,3.25,9.0
284,-100,-60.0,40.0,3.25,9.5
285,-100,-60.0,40.0,3.25,10.0
286,-100,-60.0,40.0,3.5,1.0
287,-100,-60.0,40.0,3.5,1.5
288,-100,-60.0,40.0,3.5,2.0
289,-100,-60.0,40.0,3.5,2.5
290,-100,-60.0,40.0,3.5,3.0
291,-100,-60.0,40.0,3.5,3.5
292,-100,-60.0,40.0,3.5,4.0
293,-100,-60.0,40.0,3.5,4.5
294,-100,-60.0,40.0,3.5,5.0
295,-100,-60.0,40.0,3.5,5.5
296,-100,-60.0,40.0,3.5,6.0
297,-100,-60.0,40.0,3.5,6.5
298,-100,-60.0,40.0,3.5,7.0
299,-100,-60.0,40.0,3.5,7.5
300,-100,-60.0,40.0,3.5,8.0
301,-100,-60.0,40.0,3.5,8.5
302,-100,-60.0,40.0,3.5,9.0
303,-100,-60.0,40.0,3.5,9.5
304,-100,-60.0,40.0,3.5,10.0
305,-100,-60.0,40.0,3.75,1.0
306,-100,-60.0,40.0,3.75,1.5
307,-100,-60.0,40.0,3.75,2.0
308,-100,-60.0,40.0,3.75,2.5
309,-100,-60.0,40.0,3.75,3.0
310,-100,-60.0,40.0,3.75,3.5
311,-100,-60.0,40.0,3.75,4.0
312,-100,-60.0,40.0,3.75,4.5
313,-100,-60.0,40.0,3.75,5.0
314,-100,-60.0,40.0,3.75,5.5
315,-100,-60.0,40.0,3.75,6.0
316,-100,-60.0,40.0,3.75,6.5
317,-100,-60.0,40.0,3.75,7.0
318,-100,-60.0,40.0,3.75,7.5
319,-100,-60.0,40.0,3.75,8.0
320,-100,-60.0,40.0,3.75,8.5
321,-100,-60.0,40.0,3.75,9.0
322,-100,-60.0,40.0,3.75,9.5
323,-100,-60.0,40.0,3.75,10.0
324,-100,-60.0,40.0,4.0,1.0
325,-100,-60.0,40.0,4.0,1.5
326,-100,-60.0,40.0,4.0,2.0
327,-100,-60.0,40.0,4.0,2.5
328,-100,-60.0,40.0,4.0,3.0
329,-100,-60.0,40.0,4.0,3.5
330,-100,-60.0,40.0,4.0,4.0
331,-100,-60.0,40.0,4.0,4.5
332,-100,-60.0,40.0,4.0,5.0
333,-100,-60.0,40.0,4.0,5.5
334,-100,-60.0,40.0,4.0,6.0
335,-100,-60.0,40.0,4.0,6.5
336,-100,-60.0,40.0,4.0,7.0
337,-100,-60.0,40.0,4.0,7.5
338,-100,-60.0,40.0,4.0,8.0
339,-100,-60.0,40.0,4.0,8.5
340,-100,-60.0,40.0,4.0,9.0
341,-100,-60.0,40.0,4.0,9.5
342,-100,-60.0,40.0,4.0,10.0
343,-100,-60.0,55.0,2.0,1.0
344,-100,-60.0,55.0,2.0,1.5
345,-100,-60.0,55.0,2.0,2.0
346,-100,-60.0,55.0,2.0,2.5
347,-100,-60.0,55.0,2.0,3.0
348,-100,-60.0,55.0,2.0,3.5
349,-100,-60.0,55.0,2.0,4.0
350,-100,-60.0,55.0,2.0,4.5
351,-100,-60.0,55.0,2.0,5.0
352,-100,-60.0,55.0,2.0,5.5
353,-100,-60.0,55.0,2.0,6.0
354,-100,-60.0,55.0,2.0,6.5
355,-100,-60.0,55.0,2.0,7.0
356,-100,-60.0,55.0,2.0,7.5
357,-100,-60.0,55.0,2.0,8.0
358,-100,-60.0,55.0,2.0,8.5
359,-100,-60.0,55.0,2.0,9.0
360,-100,-60.0,55.0,2.0,9.5
361,-100,-60.0,55.0,2.0,10.0
362,-100,-60.0,55.0,2.25,1.0
363,-100,-60.0,55.0,2.25,1.5
364,-100,-60.0,55.0,2.25,2.0
365,-100,-60.0,55.0,2.25,2.5
366,-100,-60.0,55.0,2.25,3.0
367,-100,-60.0,55.0,2.25,3.5
368,-100,-60.0,55.0,2.25,4.0
369,-100,-60.0,55.0,2.25,4.5
370,-100,-60.0,55.0,2.25,5.0
371,-100,-60.0,55.0,2.25,5.5
372,-100,-60.0,55.0,2.25,6.0
373,-100,-60.0,55.0,2.25,6.5
374,-100,-60.0,55.0,2.25,7.0
375,-100,-60.0,55.0,2.25,7.5
376,-100,-60.0,55.0,2.25,8.0
377,-100,-60.0,55.0,2.25,8.5
378,-100,-60.0,55.0,2.25,9.0
379,-100,-60.0,55.0,2.25,9.5
380,-100,-60.0,55.0,2.25,10.0
381,-100,-60.0,55.0,2.5,1.0
382,-100,-60.0,55.0,2.5,1.5
383,-100,-60.0,55.0,2.5,2.0
384,-100,-60.0,55.0,2.5,2.5
385,-100,-60.0,55.0,2.5,3.0
386,-100,-60.0,55.0,2.5,3.5
387,-100,-60.0,55.0,2.5,4.0
388,-100,-60.0,55.0,2.5,4.5
389,-100,-60.0,55.0,2.5,5.0
390,-100,-60.0,55.0,2.5,5.5
391,-100,-60.0,55.0,2.5,6.0
392,-100,-60.0,55.0,2.5,6.5
393,-100,-60.0,55.0,2.5,7.0
394,-100,-60.0,55.0,2.5,7.5
395,-100,-60.0,55.0,2.5,8.0
396,-100,-60.0,55.0,2.5,8.5
397,-100,-60.0,55.0,2.5,9.0
398,-100,-60.0,55.0,2.5,9.5
399,-100,-60.0,55.0,2.5,10.0
400,-100,-60.0,55.0,2.75,1.0
401,-100,-60.0,55.0,2.75,1.5
402,-100,-60.0,55.0,2.75,2.0
403,-100,-60.0,55.0,2.75,2.5
404,-100,-60.0,55.0,2.75,3.0
405,-100,-60.0,55.0,2.75,3.5
406,-100,-60.0,55.0,2.75,4.0
407,-100,-60.0,55.0,2.75,4.5
408,-100,-60.0,55.0,2.75,5.0
409,-100,-60.0,55.0,2.75,5.5
410,-100,-60.0,55.0,2.75,6.0
411,-100,-60.0,55.0,2.75,6.5
412,-100,-60.0,55.0,2.75,7.0
413,-100,-60.0,55.0,2.75,7.5
414,-100,-60.0,55.0,2.75,8.0
415,-100,-60.0,55.0,2.75,8.5
416,-100,-60.0,55.0,2.75,9.0
417,-100,-60.0,55.0,2.75,9.5
418,-100,-60.0,55.0,2.75,10.0
419,-100,-60.0,55.0,3.0,1.0
420,-100,-60.0,55.0,3.0,1.5
421,-100,-60.0,55.0,3.0,2.0
422,-100,-60.0,55.0,3.0,2.5
423,-100,-60.0,55.0,3.0,3.0
424,-100,-60.0,55.0,3.0,3.5
425,-100,-60.0,55.0,3.0,4.0
426,-100,-60.0,55.0,3.0,4.5
427,-100,-60.0,55.0,3.0,5.0
428,-100,-60.0,55.0,3.0,5.5
429,-100,-60.0,55.0,3.0,6.0
430,-100,-60.0,55.0,3.0,6.5
431,-100,-60.0,55.0,3.0,7.0
432,-100,-60.0,55.0,3.0,7.5
433,-100,-60.0,55.0,3.0,8.0
434,-100,-60.0,55.0,3.0,8.5
435,-100,-60.0,55.0,3.0,9.0
436,-100,-60.0,55.0,3.0,9.5
437,-100,-60.0,55.0,3.0,10.0
438,-100,-60.0,55.0,3.25,1.0
439,-100,-60.0,55.0,3.25,1.5
440,-100,-60.0,55.0,3.25,2.0
441,-100,-60.0,55.0,3.25,2.5
442,-100,-60.0,55.0,3.25,3.0
443,-100,-60.0,55.0,3.25,3.5
444,-100,-60.0,55.0,3.25,4.0
445,-100,-60.0,55.0,3.25,4.5
446,-100,-60.0,55.0,3.25,5.0
447,-100,-60.0,55.0,3.25,5.5
448,-100,-60.0,55.0,3.25,6.0
449,-100,-60.0,55.0,3.25,6.5
450,-100,-60.0,55.0,3.25,7.0
451,-100,-60.0,55.0,3.25,7.5
452,-100,-60.0,55.0,3.25,8.0
453,-100,-60.0,55.0,3.25,8.5
454,-100,-60.0,55.0,3.25,9.0
455,-100,-60.0,55.0,3.25,9.5
456,-100,-60.0,55.0,3.25,10.0
457,-100,-60.0,55.0,3.5,1.0
458,-100,-60.0,55.0,3.5,1.5
459,-100,-60.0,55.0,3.5,2.0
460,-100,-60.0,55.0,3.5,2.5
461,-100,-60.0,55.0,3.5,3.0
462,-100,-60.0,55.0,3.5,3.5
463,-100,-60.0,55.0,3.5,4.0
464,-100,-60.0,55.0,3.5,4.5
465,-100,-60.0,55.0,3.5,5.0
466,-100,-60.0,55.0,3.5,5.5
467,-100,-60.0,55.0,3.5,6.0
468,-100,-60.0,55.0,3.5,6.5
469,-100,-60.0,55.0,3.5,7.0
470,-100,-60.0,55.0,3.5,7.5
471,-100,-60.0,55.0,3.5,8.0
472,-100,-60.0,55.0,3.5,8.5
473,-100,-60.0,55.0,3.5,9.0
474,-100,-60.0,55.0,3.5,9.5
475,-100,-60.0,55.0,3.5,10.0
476,-100,-60.0,55.0,3.75,1.0
477,-100,-60.0,55.0,3.75,1.5
478,-100,-60.0,55.0,3.75,2.0
479,-100,-60.0,55.0,3.75,2.5
480,-100,-60.0,55.0,3.75,3.0
481,-100,-60.0,55.0,3.75,3.5
482,-100,-60.0,55.0,3.75,4.0
483,-100,-60.0,55.0,3.75,4.5
484,-100,-60.0,55.0,3.75,5.0
485,-100,-60.0,55.0,3.75,5.5
486,-100,-60.0,55.0,3.75,6.0
487,-100,-60.0,55.0,3.75,6.5
488,-100,-60.0,55.0,3.75,7.0
489,-100,-60.0,55.0,3.75,7.5
490,-100,-60.0,55.0,3.75,8.0
491,-100,-60.0,55.0,3.75,8.5
492,-100,-60.0,55.0,3.75,9.0
493,-100,-60.0,55.0,3.75,9.5
494,-100,-60.0,55.0,3.75,10.0
495,-100,-60.0,55.0,4.0,1.0
496,-100,-60.0,55.0,4.0,1.5
497,-100,-60.0,55.0,4.0,2.0
498,-100,-60.0,55.0,4.0,2.5
499,-100,-60.0,55.0,4.0,3.0
500,-100,-60.0,55.0,4.0,3.5
501,-100,-60.0,55.0,4.0,4.0
502,-100,-60.0,55.0,4.0,4.5
503,-100,-60.0,55.0,4.0,5.0
504,-100,-60.0,55.0,4.0,5.5
505,-100,-60.0,55.0,4.0,6.0
506,-100,-60.0,55.0,4.0,6.5
507,-100,-60.0,55.0,4.0,7.0
508,-100,-60.0,55.0,4.0,7.5
509,-100,-60.0,55.0,4.0,8.0
510,-100,-60.0,55.0,4.0,8.5
511,-100,-60.0,55.0,4.0,9.0
512,-100,-60.0,55.0,4.0,9.5
513,-100,-60.0,55.0,4.0,10.0
514,-100,-58.0,25.0,2.0,1.0
515,-100,-58.0,25.0,2.0,1.5
516,-100,-58.0,25.0,2.0,2.0
517,-100,-58.0,25.0,2.0,2.5
518,-100,-58.0,25.0,2.0,3.0
519,-100,-58.0,25.0,2.0,3.5
520,-100,-58.0,25.0,2.0,4.0
521,-100,-58.0,25.0,2.0,4.5
522,-100,-58.0,25.0,2.0,5.0
523,-100,-58.0,25.0,2.0,5.5
524,-100,-58.0,25.0,2.0,6.0
525,-100,-58.0,25.0,2.0,6.5
526,-100,-58.0,25.0,2.0,7.0
527,-100,-58.0,25.0,2.0,7.5
528,-100,-58.0,25.0,2.0,8.0
529,-100,-58.0,25.0,2.0,8.5
530,-100,-58.0,25.0,2.0,9.0
531,-100,-58.0,25.0,2.0,9.5
532,-100,-58.0,25.0,2.0,10.0
533,-100,-58.0,25.0,2.25,1.0
534,-100,-58.0,25.0,2.25,1.5
535,-100,-58.0,25.0,2.25,2.0
536,-100,-58.0,25.0,2.25,2.5
537,-100,-58.0,25.0,2.25,3.0
538,-100,-58.0,25.0,2.25,3.5
539,-100,-58.0,25.0,2.25,4.0
540,-100,-58.0,25.0,2.25,4.5
541,-100,-58.0,25.0,2.25,5.0
542,-100,-58.0,25.0,2.25,5.5
543,-100,-58.0,25.0,2.25,6.0
544,-100,-58.0,25.0,2.25,6.5
545,-100,-58.0,25.0,2.25,7.0
546,-100,-58.0,25.0,2.25,7.5
547,-100,-58.0,25.0,2.25,8.0
548,-100,-58.0,25.0,2.25,8.5
549,-100,-58.0,25.0,2.25,9.0
550,-100,-58.0,25.0,2.25,9.5
551,-100,-58.0,25.0,2.25,10.0
552,-100,-58.0,25.0,2.5,1.0
553,-100,-58.0,25.0,2.5,1.5
554,-100,-58.0,25.0,2.5,2.0
555,-100,-58.0,25.0,2.5,2.5
556,-100,-58.0,25.0,2.5,3.0
557,-100,-58.0,25.0,2.5,3.5
558,-100,-58.0,25.0,2.5,4.0
559,-100,-58.0,25.0,2.5,4.5
560,-100,-58.0,25.0,2.5,5.0
561,-100,-58.0,25.0,2.5,5.5
562,-100,-58.0,25.0,2.5,6.0
563,-100,-58.0,25.0,2.5,6.5
564,-100,-58.0,25.0,2.5,7.0
565,-100,-58.0,25.0,2.5,7.5
566,-100,-58.0,25.0,2.5,8.0
567,-100,-58.0,25.0,2.5,8.5
568,-100,-58.0,25.0,2.5,9.0
569,-100,-58.0,25.0,2.5,9.5
570,-100,-58.0,25.0,2.5,10.0
571,-100,-58.0,25.0,2.75,1.0
572,-100,-58.0,25.0,2.75,1.5
573,-100,-58.0,25.0,2.75,2.0
574,-100,-58.0,25.0,2.75,2.5
575,-100,-58.0,25.0,2.75,3.0
576,-100,-58.0,25.0,2.75,3.5
577,-100,-58.0,25.0,2.75,4.0
578,-100,-58.0,25.0,2.75,4.5
579,-100,-58.0,25.0,2.75,5.0
580,-100,-58.0,25.0,2.75,5.5
581,-100,-58.0,25.0,2.75,6.0
582,-100,-58.0,25.0,2.75,6.5
583,-100,-58.0,25.0,2.75,7.0
584,-100,-58.0,25.0,2.75,7.5
585,-100,-58.0,25.0,2.75,8.0
586,-100,-58.0,25.0,2.75,8.5
587,-100,-58.0,25.0,2.75,9.0
588,-100,-58.0,25.0,2.75,9.5
589,-100,-58.0,25.0,2.75,10.0
590,-100,-58.0,25.0,3.0,1.0
591,-100,-58.0,25.0,3.0,1.5
592,-100,-58.0,25.0,3.0,2.0
593,-100,-58.0,25.0,3.0,2.5
594,-100,-58.0,25.0,3.0,3.0
595,-100,-58.0,25.0,3.0,3.5
596,-100,-58.0,25.0,3.0,4.0
597,-100,-58.0,25.0,3.0,4.5
598,-100,-58.0,25.0,3.0,5.0
599,-100,-58.0,25.0,3.0,5.5
600,-100,-58.0,25.0,3.0,6.0
601,-100,-58.0,25.0,3.0,6.5
602,-100,-58.0,25.0,3.0,7.0
603,-100,-58.0,25.0,3.0,7.5
604,-100,-58.0,25.0,3.0,8.0
605,-100,-58.0,25.0,3.0,8.5
606,-100,-58.0,25.0,3.0,9.0
607,-100,-58.0,25.0,3.0,9.5
608,-100,-58.0,25.0,3.0,10.0
609,-100,-58.0,25.0,3.25,1.0
610,-100,-58.0,25.0,3.25,1.5
611,-100,-58.0,25.0,3.25,2.0
612,-100,-58.0,25.0,3.25,2.5
613,-100,-58.0,25.0,3.25,3.0
614,-100,-58.0,25.0,3.25,3.5
615,-100,-58.0,25.0,3.25,4.0
616,-100,-58.0,25.0,3.25,4.5
617,-100,-58.0,25.0,3.25,5.0
618,-100,-58.0,25.0,3.25,5.5
619,-100,-58.0,25.0,3.25,6.0
620,-100,-58.0,25.0,3.25,6.5
621,-100,-58.0,25.0,3.25,7.0
622,-100,-58.0,25.0,3.25,7.5
623,-100,-58.0,25.0,3.25,8.0
624,-100,-58.0,25.0,3.25,8.5
625,-100,-58.0,25.0,3.25,9.0
626,-100,-58.0,25.0,3.25,9.5
627,-100,-58.0,25.0,3.25,10.0
628,-100,-58.0,25.0,3.5,1.0
629,-100,-58.0,25.0,3.5,1.5
